# Marker genes for zona fasciculata cells
# gene_id: ENSEMBL Gene ID
# gene_name: Common name of the gene
# avg_log2FC: Log2 fold-change of the average expression between the given cell type and the remaining cells (min 0.5)
# FDR: p-value-derived FDR value for gene 
# is_enriched: A binary (0/1) value indicating whether the given gene is enriched for the cell type (FDR < 0.1)
gene_id	gene_name	avg_log2FC	p_val_adj	is_enriched
ENSG00000232023	LINC01807	7.31440035222226	0.0	1.0
ENSG00000172164	SNTB1	6.52745292902949	0.0	1.0
	AC092155.1	6.01759872895611	0.0	1.0
ENSG00000145284	SCD5	5.75611049395134	0.0	1.0
	AP002807.1	5.19990694573722	0.0	1.0
ENSG00000228598	MACC1-AS1	4.27288155334816	0.0	1.0
	AC092978.1	4.2677262484759195	0.0	1.0
	AC003988.1	4.2230223232518895	0.0	1.0
	AP000924.1	3.93441528083143	0.0	1.0
	AC073195.1	3.4155331694709403	0.0	1.0
	AC022075.1	3.41083946955809	0.0	1.0
	AC009474.1	3.2614202297446697	0.0	1.0
	AC109779.1	3.2461223012192404	0.0	1.0
ENSG00000127928	GNGT1	3.0316651141442206	0.0	1.0
ENSG00000134115	CNTN6	2.9273928540577203	0.0	1.0
ENSG00000170153	RNF150	2.7244132789404	0.0	1.0
	AC013429.2	2.49285481917646	0.0	1.0
ENSG00000245832	MIR4300HG	2.47851072990356	0.0	1.0
	AL442663.2	2.4666331327330897	0.0	1.0
	CR769775.2	2.4285569328312797	0.0	1.0
ENSG00000227764	LINC01693	2.2796457354152797	0.0	1.0
ENSG00000137825	ITPKA	2.19879031398137	0.0	1.0
	AL161669.3	2.15429178990924	0.0	1.0
	AL603750.1	2.13421298100255	0.0	1.0
	AC008514.2	2.12052355138838	0.0	1.0
	AC069410.1	2.05877337650491	0.0	1.0
ENSG00000163701	IL17RE	2.01113440336115	0.0	1.0
	AC074008.2	1.90279919118411	0.0	1.0
ENSG00000204669	C9orf57	1.8650236582985902	0.0	1.0
	AF130359.1	1.7804685502241697	0.0	1.0
	AL009176.1	1.7788195006905	0.0	1.0
ENSG00000249460	LINC02500	1.76796847023038	0.0	1.0
	AC009502.1	1.76295597269685	0.0	1.0
ENSG00000197584	KCNMB2	1.7617114809268897	0.0	1.0
	AC005586.2	1.7297430566426	0.0	1.0
ENSG00000160882	CYP11B1	1.7278738644573701	0.0	1.0
ENSG00000218336	TENM3	1.7140765547095702	0.0	1.0
ENSG00000118156	ZNF541	1.6626142007304299	0.0	1.0
ENSG00000231956	HNRNPA1P9	1.63193396791637	0.0	1.0
	AC008592.3	1.58695815477252	0.0	1.0
ENSG00000184507	NUTM1	1.58638509511944	0.0	1.0
ENSG00000276286	ADAM2	1.58066823544826	0.0	1.0
ENSG00000104755	ADAM2	1.58066823544826	0.0	1.0
	AC073934.1	1.57832674229143	0.0	1.0
ENSG00000138356	AOX1	1.53326923119032	0.0	1.0
	AC093724.1	1.42318939459175	0.0	1.0
	AL157385.2	1.37526028536334	0.0	1.0
	AC098864.1	1.3591045044024699	0.0	1.0
ENSG00000248197	LINC00290	1.3510123238400098	0.0	1.0
ENSG00000234315	OSTCP5	1.3455239761089701	0.0	1.0
ENSG00000214944	ARHGEF28	1.29776084190196	0.0	1.0
	AC090365.1	1.26775281162425	0.0	1.0
ENSG00000167880	EVPL	1.2464137178776398	0.0	1.0
	AC093155.2	1.22948643252123	0.0	1.0
ENSG00000099260	PALMD	1.21811958819174	0.0	1.0
ENSG00000159261	CLDN14	1.21223821476489	0.0	1.0
ENSG00000162733	DDR2	1.1820764629298601	0.0	1.0
ENSG00000264630	PRKCA-AS1	1.16081826717517	0.0	1.0
ENSG00000171234	UGT2B7	1.15670644777467	0.0	1.0
ENSG00000256340	ABCC6P1	1.1474789472403601	0.0	1.0
	AC005495.1	1.13817262376973	0.0	1.0
	AL391335.1	1.12769487087903	0.0	1.0
ENSG00000252112	SNORD63	1.1219083688636202	0.0	1.0
ENSG00000206989	SNORD63	1.1219083688636202	0.0	1.0
ENSG00000251987	SNORD63	1.1219083688636202	0.0	1.0
ENSG00000258588	TRIM6-TRIM34	1.11379371121057	0.0	1.0
	AC096639.1	1.08994216725847	0.0	1.0
ENSG00000229161	TCP1P1	1.08139675904437	0.0	1.0
	AC092162.2	1.06706500770288	0.0	1.0
ENSG00000144868	TMEM108	1.0663333884292	0.0	1.0
ENSG00000136542	GALNT5	1.05814642544054	0.0	1.0
ENSG00000226370	LINC00375	1.05708202224834	0.0	1.0
	AL021918.3	1.04299601644695	0.0	1.0
ENSG00000162144	CYB561A3	1.0397567024512802	0.0	1.0
ENSG00000145934	TENM2	1.02675598674666	0.0	1.0
ENSG00000226510	UPK1A-AS1	0.996859183261243	0.0	1.0
	AC006262.1	0.994645825513851	0.0	1.0
	AC090735.1	0.9909753871596829	0.0	1.0
ENSG00000170899	GSTA4	0.9848413917772901	0.0	1.0
ENSG00000205922	ONECUT3	0.980856721417185	0.0	1.0
ENSG00000131183	SLC34A1	0.9592279202002421	0.0	1.0
	AC018554.1	0.9189010105909541	0.0	1.0
